Date,Crop Type,Grade,Market Price,Demand,Supply,Weather Condition,Rainfall (mm),Temperature (°C),Distance to Market (km),Transport Cost,Peak Season
2024-09-27,Rice,A,122.03680547582124,1177,423,Sunny,19.19811132295038,28.62702529068515,40.857119281189384,98.99962227884811,0
2024-09-28,Rice,B,254.73534062666704,1463,1178,Cloudy,15.872786439622038,16.756658642016898,48.10105560943944,33.78372783251479,0
2024-09-29,Rice,C,140.5296694509929,573,1253,Clear,14.67650966968872,32.19280392414253,32.52487384983789,74.41306480438281,0
2024-09-30,Rice,C,167.3475090965497,1179,1072,Clear,16.683748585498922,31.680823921730305,12.448810197978997,94.4267897973176,0
2024-10-01,Rice,B,258.19353360321634,1488,1026,Sunny,8.976931517576837,27.464550502097964,13.568555569718349,87.52345167656694,1
2024-10-02,Rice,B,111.49378324494508,607,562,Clear,18.923855954054694,17.417676954705403,30.33978813060298,77.76811037412911,1
2024-10-03,Rice,A,199.4317376526593,558,866,Clear,1.690526432790218,23.75336427284907,37.261076662702116,44.59427437379833,1
2024-10-04,Rice,A,165.67375027933448,558,503,Clear,12.838833180547581,23.44427504225431,45.80673094728039,21.45231851367516,1
2024-10-05,Rice,B,140.6574858231631,1489,636,Sunny,5.814691105709362,28.18977428058732,44.96082625040262,52.164013598903765,1
2024-10-06,Rice,C,220.3754773420461,1086,573,Cloudy,19.890422803416087,30.18914943147766,40.714305491046915,78.21604825105186,1
2024-10-07,Rice,B,281.8438297486106,1203,560,Clear,6.665094094005033,17.37503600051038,11.423724395801006,37.41114092706112,1
2024-10-08,Rice,B,195.3152234544846,1184,1125,Clear,16.677834743061364,32.384627958963776,20.681367778073813,50.39675440147333,1
2024-10-09,Rice,B,269.92011057578736,834,471,Sunny,2.6786353807496943,31.076163373016254,30.25504816360644,88.39926626072591,1
2024-10-10,Rice,B,276.04482218511913,1385,963,Rainy,9.805196985867369,17.833628515316892,22.422274372168612,81.17623936276289,1
2024-10-11,Rice,C,160.08485934888063,968,591,Clear,2.085131474680353,16.618731869788917,47.1903046311622,99.72251066992051,1
2024-10-12,Rice,B,260.77562214248667,1200,1216,Clear,5.433720581826109,29.73519064603093,22.950930011396416,78.9727569334669,1
2024-10-13,Rice,C,206.23260019792153,1021,549,Clear,11.956731517562298,33.421337695067805,42.680161949702445,89.23714520757228,1
2024-10-14,Rice,A,265.6566725191882,706,1251,Rainy,0.6244630594247758,16.379139723685586,18.43543826246581,21.52727809339804,1
2024-10-15,Rice,A,210.70429483193408,1382,1358,Rainy,12.744996029097893,30.941913425674855,19.578640606756355,27.683555846783776,1
2024-10-16,Rice,A,242.28175215675327,1089,619,Rainy,10.82909420811088,25.40059366585215,16.053686940501358,56.840913018279416,1
2024-10-17,Rice,B,201.84199414098816,1341,909,Rainy,13.157341922976354,24.2344274821321,21.327197384744053,98.59069478570467,1
2024-10-18,Rice,A,101.44076093668562,1159,521,Rainy,0.14712838203924328,33.09204878668935,33.990789805118325,34.91454314565117,1
2024-10-19,Rice,A,145.55814535263005,708,628,Sunny,8.970983580431469,25.680603446996955,30.89788422822853,97.56668055364274,1
2024-10-20,Rice,B,236.47102814488875,1038,971,Cloudy,8.377876213351845,27.488669602615246,11.82316660524393,92.07851177668742,1
2024-10-21,Rice,B,130.05528532655762,1433,629,Clear,16.88416542082574,17.508840648533692,16.021286577508466,86.5524961669915,1
2024-10-22,Rice,C,137.10562854224503,530,638,Rainy,8.8487469378304,29.450898074280794,34.57671468103787,39.92818681621759,1
2024-10-23,Rice,A,287.37179114929734,991,1077,Rainy,13.635427216822624,16.347937593898823,15.283162862407412,93.98604709140857,1
2024-10-24,Rice,C,245.14728253439282,1250,1287,Clear,16.65400791090615,27.74881399841253,27.749121138369475,39.37685845931745,1
2024-10-25,Rice,A,142.23503788621872,1016,936,Rainy,19.99857112064633,31.610657714341812,11.13246155208083,71.86649877934951,1
2024-10-26,Rice,C,241.4990043738751,1148,1212,Rainy,5.131877231065891,29.682677663148358,14.426356289257294,41.450773966291266,1
2024-10-27,Rice,A,229.17157968976892,796,660,Rainy,1.7318563776569373,19.851588962661033,26.017620949176834,86.95138171833499,1
2024-10-28,Rice,A,103.41300413186529,889,1065,Rainy,2.713653264525997,27.243667063615984,18.435238368765603,78.71860952867374,1
2024-10-29,Rice,B,187.67347685402567,819,675,Cloudy,1.3100653007013596,23.38470562146389,33.07534644816815,98.34044066606603,1
2024-10-30,Rice,B,267.8424244648006,977,873,Sunny,6.940485842210742,26.554817487847096,18.60259547684141,95.68192683593578,1
2024-10-31,Rice,B,183.58419694418814,515,880,Rainy,4.0120957445504075,18.018010017022632,23.59451004283915,46.64053634451506,1
2024-11-01,Rice,A,248.8898871671334,730,1222,Rainy,12.560741794329948,21.55318914683084,18.90704151583209,94.17270561113143,1
2024-11-02,Rice,B,145.01729686102465,1020,550,Sunny,12.249442581339984,30.396197901935587,43.34449560989632,24.641024044951507,1
2024-11-03,Rice,C,166.72357347616708,532,821,Clear,8.159524374717124,34.1531461473659,35.95867828320138,83.49814613536232,1
2024-11-04,Rice,C,273.6898774928201,1108,1009,Clear,13.845291518008247,21.929763515069713,41.31601662002559,46.18004987577411,1
2024-11-05,Rice,A,105.16736424889427,1192,1354,Clear,18.29367290862309,31.850300174086424,17.67971922454134,76.73874876927812,1
2024-11-06,Rice,B,204.5924998585573,684,565,Sunny,13.482887157472927,26.26585231338906,36.17792813942044,57.99632933480673,1
2024-11-07,Rice,A,191.73685804025476,1011,1213,Cloudy,17.703493708670116,23.37073650785753,33.95294313114095,92.69343060058753,1
2024-11-08,Rice,C,239.50782647495305,1488,691,Sunny,18.249927575280832,27.356969174834877,38.720457640703515,90.52849780045902,1
2024-11-09,Rice,C,163.74676638774622,1393,1174,Clear,3.904400255746543,28.632892840448214,25.849859793937114,90.36267419722849,1
2024-11-10,Rice,C,272.21823918310736,666,1090,Cloudy,11.538860251656722,33.47404628776027,43.28019945295576,51.75831372533256,1
2024-11-11,Rice,A,281.30920437173825,1128,411,Cloudy,11.443062684124607,20.54728433319621,18.63510033932878,80.12636333936811,1
2024-11-12,Rice,C,194.31791850967426,777,1251,Clear,11.856407671703424,21.86159812678687,30.144830917479524,52.28348750618379,1
2024-11-13,Rice,A,115.67284119729115,683,1117,Sunny,3.5326760618556863,25.168947896038652,27.819730115792837,24.869481050114224,1
2024-11-14,Rice,A,299.2470457976947,769,783,Rainy,17.918617850807173,31.70682295568666,22.844597840059194,20.343065270908617,1
2024-11-15,Rice,A,251.03110793349876,807,433,Clear,3.1879456342989743,34.74929201897003,25.25013946262971,33.01634159587928,1
2024-11-16,Rice,C,241.6995011591726,679,891,Clear,1.425501466068273,20.317431050238635,25.816262431312396,30.482196945305688,1
2024-11-17,Rice,B,242.54244827646895,776,1009,Cloudy,14.604936128913872,21.04264818122762,45.9285656555119,55.713989093919025,1
2024-11-18,Rice,C,161.92900170897497,1122,753,Cloudy,5.799632133688554,25.476231791074014,29.868275736909844,54.50892986861896,1
2024-11-19,Rice,C,213.07419430275473,514,573,Rainy,5.326996295193904,26.752792154686798,47.89898924396602,44.8646494953173,1
2024-11-20,Rice,C,154.58875581415697,556,560,Sunny,14.408985494044286,20.09606845076398,48.59406225928106,41.707281123015775,1
2024-11-21,Rice,A,215.6586251065369,1269,1258,Sunny,13.74618636198591,31.192420422742394,38.67131023157783,71.45781010134795,1
2024-11-22,Rice,C,292.32172559461657,765,1235,Cloudy,8.721902390792977,17.78029806665455,12.827500583465753,25.262707046831487,1
2024-11-23,Rice,B,115.50294304898907,918,679,Cloudy,10.10666865145252,30.917420310147502,23.739741653690714,28.037618160290503,1
2024-11-24,Rice,A,189.73170463744674,889,563,Sunny,7.044525665933177,33.597421765049845,33.906155831661124,55.476959503998586,1
2024-11-25,Rice,B,252.44134444472587,1103,1225,Clear,12.637667592995381,16.928081349880507,16.813893494687445,92.71445717644589,1
2024-11-26,Rice,A,212.15274697413008,1466,1069,Cloudy,4.349936912932195,34.592589910947964,12.533224305392983,21.927142609769366,1
2024-11-27,Rice,B,125.22708033041607,553,457,Rainy,1.7066719024543509,18.334540993408094,14.713772967270188,87.46086580612779,1
2024-11-28,Rice,A,211.287169279657,911,1119,Clear,15.650825745180434,20.066431807318025,43.746369051383866,38.81601351588177,1
2024-11-29,Rice,B,206.88178683499893,875,943,Rainy,19.187066373753396,15.631007579615787,21.11126251664181,57.43039821428242,1
2024-11-30,Rice,A,176.90863817147385,508,407,Cloudy,17.838228025084945,29.61703832225575,35.07864316504005,35.23857434663966,1
2024-12-01,Rice,C,113.59438657485265,630,1337,Clear,17.97760594457194,33.50010024335185,30.959987586000267,64.34089986192507,0
2024-12-02,Rice,B,103.92548561636372,1471,745,Cloudy,12.642442679790172,33.30283915188471,32.03378086133182,80.66850100616594,0
2024-12-03,Rice,B,232.68670069233664,1215,1092,Sunny,4.870211622010432,27.50883752957528,35.5583333888132,66.17811942384176,0
2024-12-04,Rice,B,123.03384503914964,622,1054,Clear,0.9465067301203423,18.893544805966435,37.03865864816843,20.661295884737328,0
2024-12-05,Rice,C,195.0289926317028,928,1157,Cloudy,18.438920373506267,21.20440065444562,17.094755671240595,26.25744137061379,0
2024-12-06,Rice,A,205.72039685769698,989,561,Sunny,12.100152408028173,29.481585740486242,34.661575269914906,40.67539041268048,0
2024-12-07,Rice,C,298.42929677488047,1447,929,Sunny,19.92901647439372,34.28036450546482,18.9424785032339,65.29679631030376,0
2024-12-08,Rice,C,215.5773118993426,590,924,Sunny,3.898937619977263,22.286399400585,42.08520069414987,30.000712401346625,0
2024-12-09,Rice,B,206.04159341907132,1276,1282,Rainy,1.1471012326409769,29.796175687230242,27.563662547744535,97.53751680390094,0
2024-12-10,Rice,A,241.10752755820525,1054,1252,Rainy,11.088590809077647,27.08829935038819,28.869846486208157,61.212601388996376,0
2024-12-11,Rice,A,295.34431985478255,1286,402,Sunny,7.890064032952806,17.430952281704492,21.322694998911587,51.72456545690413,0
2024-12-12,Rice,A,297.5648835335503,506,808,Cloudy,10.253420167409297,29.236080542000472,25.617204993535903,22.839712742930747,0
2024-12-13,Rice,B,117.5060499300927,897,671,Sunny,17.665984273575006,19.67872897790694,37.85299675156949,48.659858049509026,0
2024-12-14,Rice,A,257.90855560321694,1199,1167,Rainy,15.534150231988463,22.212846993273125,24.43530717122831,37.749138723338035,0
2024-12-15,Rice,B,195.67816335628703,1126,787,Cloudy,4.914157427562243,15.155401976266338,23.086215526794618,58.96123266535729,0
2024-12-16,Rice,B,268.83882826160027,750,1084,Cloudy,11.625719277632797,20.3720098911025,10.104287694213138,47.066297699013155,0
2024-12-17,Rice,B,158.26917396694546,1483,1323,Rainy,5.843981109223433,27.247532465204294,25.13607193467393,70.58459253114887,0
2024-12-18,Rice,A,171.45712434442697,578,785,Clear,19.671041916641734,33.24340837907838,46.02274527814285,89.5902745431433,0
2024-12-19,Rice,C,294.710666811037,1009,560,Cloudy,16.35775797505815,17.923287870183493,23.032826701891395,27.509213884576482,0
2024-12-20,Rice,A,101.47013168680641,1201,906,Rainy,16.227081018512653,15.95219685155386,39.2357905706033,23.17115986957134,0
2024-12-21,Rice,A,105.72873528317285,1277,1158,Sunny,17.739960562459153,28.73451868337385,14.294204372752617,83.0821605207165,0
2024-12-22,Rice,A,281.34438955860867,1218,885,Rainy,16.879226409003486,18.71454629251042,20.11676920941538,93.126393375855,0
2024-12-23,Rice,B,291.6359726317002,1445,601,Rainy,3.2412362912229353,31.847276573058316,48.36953945707364,31.76437142391345,0
2024-12-24,Rice,A,298.7162362091842,1001,706,Sunny,6.12329683575084,20.040645366674205,14.92398354074393,56.02935653202063,0
2024-12-25,Rice,A,155.37132986091865,1374,744,Cloudy,11.556313000603055,22.00468306230033,40.530157996140545,26.029194388258674,0
2024-12-26,Rice,A,229.73462908010617,743,569,Sunny,4.633029085155069,27.436871211678074,41.33351304686529,78.94031416955193,0
2024-12-27,Rice,B,257.9534550922016,1442,777,Clear,4.931661408226868,22.20272734557096,22.52017802699257,43.77919107403018,0
2024-12-28,Rice,C,210.45148933323472,1074,974,Sunny,11.14497256839349,32.69879496800748,45.95303925861569,65.08582959730923,0
2024-12-29,Rice,A,291.9074647905697,569,1290,Clear,18.936400290958346,32.07930189108008,33.040298598747334,42.81331663064159,0
2024-12-30,Rice,C,142.59345411666112,1073,1217,Cloudy,11.515456206019499,19.34884532498353,33.74427262719473,85.11686773403721,0
2024-01-01,Corn,C,147.86016874816727,560,553,Cloudy,7.66261456029929,32.70067547185677,37.3507186611171,78.65424954000814,0
2024-01-02,Corn,A,281.3824714005584,1141,799,Clear,2.2283589244704927,30.30984657646702,20.584739651361396,70.2883570689113,0
2024-01-03,Corn,C,168.13290844835453,1057,634,Rainy,14.190100906146597,16.648485684148618,33.415333965474844,62.071622632768346,0
2024-01-04,Corn,C,289.67723865559117,590,424,Clear,10.789213165067608,27.20418651461881,24.709057936849312,24.77215517971926,0
2024-01-05,Corn,A,225.80713744191215,1233,911,Cloudy,16.127495364964425,23.80068380718015,21.447216384650396,70.98939427500103,0
2024-01-06,Corn,B,283.8104461948403,978,895,Rainy,6.852729089412275,34.67391941882914,40.522185831716484,26.081374949661125,0
2024-01-07,Corn,C,176.71006789477684,1363,1103,Sunny,17.208873144542945,30.785670027561494,13.909971128193344,75.12656756649247,0
2024-01-08,Corn,B,103.40280384230441,704,989,Rainy,1.8348882061051008,33.54304331433329,14.467703372686774,42.55791219092282,0
2024-01-09,Corn,A,232.90289231368186,874,550,Clear,11.036253208027162,34.01263071671923,32.880091463040095,47.625995760815094,0
2024-01-10,Corn,A,238.28449379330414,879,868,Rainy,5.102303481594676,19.215810937208843,11.36345049636622,71.6618618763884,0
2024-01-11,Corn,B,226.045055611694,985,1250,Clear,9.962839874663176,15.179875008527869,28.134588691498305,91.07990904875096,0
2024-01-12,Corn,A,223.6661705779012,1482,1189,Clear,14.215878483891354,31.831182924240903,11.168768511446267,71.10885819491818,0
2024-01-13,Corn,A,111.12141994529854,912,849,Cloudy,8.999936438001049,28.87946590923584,26.807497481042255,97.12231297938082,0
2024-01-14,Corn,C,127.89051511831073,1425,508,Sunny,18.68441128932632,27.1697656144552,16.747272943828033,26.178992413250207,0
2024-01-15,Corn,B,276.70154790129374,1471,431,Clear,13.27118521954972,15.239947650359337,37.93836462572516,34.981443889564325,0
2024-01-16,Corn,C,169.01844960181862,1268,521,Sunny,12.532424140634962,30.04522680032205,37.83771283653816,72.78100877536585,0
2024-01-17,Corn,C,281.6728378543634,959,733,Rainy,13.80476607578003,25.253473050171312,42.30654938323522,57.45918786745872,0
2024-01-18,Corn,C,196.45671962501729,581,1372,Rainy,12.79645131189742,24.784423182838644,32.37682750871342,27.63479727040348,0
2024-01-19,Corn,A,260.3928218967451,761,482,Rainy,11.405383204521781,32.734827043658825,29.35031325665515,88.6826703901377,0
2024-01-20,Corn,A,147.18611631889868,1417,1389,Cloudy,19.06163245524323,21.362622352832275,24.41855345665868,98.40485227861387,0
2024-01-21,Corn,B,100.02275948352768,1108,1332,Cloudy,18.139408801336167,25.734603802406582,25.257029651691884,81.4256615687824,0
2024-01-22,Corn,B,126.58727268230572,606,405,Sunny,9.771963390520337,19.335695604492656,11.719840825122594,92.07054612996374,0
2024-01-23,Corn,B,150.1658916034558,1429,739,Cloudy,2.4038000324754427,19.63407823268208,35.96905085962458,46.74606045989985,0
2024-01-24,Corn,C,133.2527572698295,689,1261,Sunny,8.587416801834777,26.94129286129104,38.03895032040822,40.79958909980632,0
2024-01-25,Corn,B,290.93335559153564,1468,969,Cloudy,5.168079333916262,30.373075014708114,38.934437703213646,72.36187627385164,0
2024-01-26,Corn,B,144.26791745023718,515,596,Rainy,9.787812371411974,23.440284012482834,25.71282921082456,42.783745649888445,0
2024-01-27,Corn,B,145.8053169843463,600,786,Cloudy,0.9149401502723342,29.63627982688598,36.44408784100891,65.35306060893087,0
2024-01-28,Corn,C,122.30068338137733,1306,1113,Cloudy,17.004792640546622,25.551513845360525,17.434278531410552,44.24600764626594,0
2024-01-29,Corn,C,157.39833218366627,1427,1329,Cloudy,3.7791544920004094,32.49438000986106,16.883617095548967,21.767106869795523,0
2024-01-30,Corn,C,144.96537767156758,1288,826,Cloudy,8.573328892582218,25.196439163529533,41.06403712020392,21.545348977409347,0
2024-01-31,Corn,B,218.1453207495561,1054,663,Clear,3.7572556942652913,18.236113408535402,40.44988657392062,24.343462351298292,0
2024-02-01,Corn,A,205.91568400339122,825,1078,Rainy,5.900821469130985,21.850857219854717,14.61183738427438,92.08955861926226,0
2024-02-02,Corn,C,153.05167452334865,536,529,Sunny,10.445898702894375,15.592826828160364,36.028264094911876,38.954666346571855,0
2024-02-03,Corn,A,200.7635525163576,613,765,Clear,1.163683787663481,30.34404046976245,32.89630779838164,46.07685875244045,0
2024-02-04,Corn,C,166.5237591871358,960,1314,Clear,5.096727579561556,27.53574401756619,11.538906191512378,95.86366156555647,0
2024-02-05,Corn,A,109.79236726335293,927,645,Clear,17.080238051828456,32.34339858137317,23.186579661278934,59.425874641515634,0
2024-02-06,Corn,B,192.20127042124642,765,670,Cloudy,7.708595474156297,17.320633282369624,26.713228565772145,40.79653068747096,0
2024-02-07,Corn,A,251.02068748292717,1268,410,Rainy,16.39343519014348,30.35866088865776,32.70189097770927,92.02935822324828,0
2024-02-08,Corn,A,193.66438929129126,716,1363,Sunny,14.820275499421482,21.349221739117322,14.090093981707152,54.533518984048506,0
2024-02-09,Corn,C,198.9229292905681,1323,973,Clear,2.8938048262613036,31.07321403866332,39.232155363006015,46.769177400819416,0
2024-02-10,Corn,A,280.8248647386204,1449,466,Sunny,5.454423636080488,28.578482576204394,11.951712569504739,54.20407723800825,0
2024-02-11,Corn,C,178.0012478475699,1228,854,Sunny,10.025375402748427,34.9942885215128,32.02283543665786,42.89030216366834,0
2024-02-12,Corn,A,242.85898673814123,1122,1381,Cloudy,19.188611639484215,24.428985129717688,48.54160578937156,62.72271713620229,0
2024-02-13,Corn,A,230.04105148331467,518,581,Sunny,4.29186646539118,31.195917858874175,40.02913085213663,63.25414615931132,0
2024-02-14,Corn,B,164.26465780070583,1446,413,Sunny,11.294390119897065,29.07195943038876,47.93330554143648,78.25104766700534,0
2024-02-15,Corn,B,187.59357195066434,1421,544,Cloudy,7.180001688656288,26.97970590433836,45.659707645560765,49.36247854997194,0
2024-02-16,Corn,C,120.4680545311474,553,1091,Sunny,12.165868193384767,22.11724728349772,16.681263801234174,82.61963742056483,0
2024-02-17,Corn,A,235.54836881360768,669,546,Clear,0.7746096625756071,15.95991021015752,39.77749103654377,74.34951651746832,0
2024-02-18,Corn,C,178.54480693208163,1487,1120,Sunny,0.4506456575705231,22.107491495702792,13.415431861872143,80.17746693163332,0
2024-02-19,Corn,A,139.2814034133948,1457,656,Rainy,4.942556853955309,18.494730155673274,40.169790662169234,20.478279294792898,0
2024-02-20,Corn,B,165.74552838479104,1196,1312,Rainy,17.3956239785579,23.682702208902185,37.133747292118215,88.99269532608757,0
2024-02-21,Corn,C,111.7978812330123,1064,636,Sunny,16.822187067080943,30.930460523725387,17.364564308673902,34.81138945192717,0
2024-02-22,Corn,C,231.1607106370636,701,699,Sunny,10.171254563599454,17.633200083677693,27.70239646049142,54.14612736130344,0
2024-02-23,Corn,A,173.63599593673828,514,1080,Sunny,2.1438761277217333,17.348355781660032,25.305255961146216,38.783909292008076,0
2024-02-24,Corn,B,196.1267027398718,531,571,Cloudy,3.029366954342674,34.92573348180037,44.82913786857278,84.5030736985962,0
2024-02-25,Corn,C,223.56078037181635,1004,631,Cloudy,16.26375670770715,17.347509932772052,42.690354030343,50.68272506461072,0
2024-02-26,Corn,A,110.34618830774876,1269,1276,Rainy,17.188457222597208,17.841608598671122,33.739920740123225,32.03245272947504,0
2024-02-27,Corn,A,117.13057877015531,828,1103,Rainy,2.5728704318349904,22.474848911028495,33.083802860439036,83.65673184955756,0
2024-02-28,Corn,A,101.59165943619581,1481,786,Clear,8.032417250125686,22.330675531762644,34.988441922057405,64.13510719483168,0
2024-02-29,Corn,B,259.72194085756564,651,1348,Cloudy,17.171145145999546,20.48755380875111,20.146857777819783,73.02316529737323,0
2024-03-01,Corn,C,181.6216903709057,641,584,Clear,8.481174605913948,18.73664394217101,20.120460141212998,47.43720320634986,1
2024-03-02,Corn,C,213.13902802072658,1188,1161,Sunny,1.956652662065197,18.753233200028745,17.798804686457935,60.384482742571144,1
2024-03-03,Corn,B,284.0101952364982,1326,432,Cloudy,19.577803221654293,29.872423040295622,29.86017091737144,42.59306291997199,1
2024-03-04,Corn,C,156.40979193448104,1123,1282,Rainy,0.23865556961587098,17.20429190289601,26.741951264144348,57.68691861165884,1
2024-03-05,Corn,C,103.04662208951072,544,442,Sunny,12.333173772893273,17.192685581389696,34.77729860264878,34.99999451166939,1
2024-03-06,Corn,B,212.6037830354868,809,961,Sunny,5.488646706532904,22.811399678362488,31.138964083268256,65.22249677883553,1
2024-03-07,Corn,C,157.49851015740506,1493,451,Cloudy,15.421544326322563,33.055312658064594,41.19733864304379,44.739517802432694,1
2024-03-08,Corn,B,290.1021821634291,1088,907,Rainy,10.124945868876003,19.84451077824231,46.27790006630243,45.818429439397704,1
2024-03-09,Corn,B,288.9375719863812,1498,987,Rainy,5.309033610074893,27.570090965318993,39.55267462671566,52.65469815126586,1
2024-03-10,Corn,B,194.94349805050496,830,901,Cloudy,11.809938398294047,22.860305685271904,20.949911643582425,81.26532073079605,1
2024-03-11,Corn,B,199.46460680567006,726,515,Sunny,0.9981136662984103,22.79771932042184,46.83645526976703,75.51727062393064,1
2024-03-12,Corn,C,220.90564001529532,666,644,Rainy,1.4340355847523911,17.685291297883026,11.886482511428419,81.67940207547335,1
2024-03-13,Corn,B,287.1355139773111,626,893,Cloudy,11.68511343739084,28.367915921259474,26.80381155187545,86.84245604214625,1
2024-03-14,Corn,B,106.20944107771632,678,1269,Cloudy,2.231448845072903,18.45003460280764,36.94808969309372,51.269892166418444,1
2024-03-15,Corn,B,251.92085061441858,1255,609,Rainy,7.958580484687188,30.68393866702081,40.87082816535042,71.27307707851678,1
2024-03-16,Corn,C,256.62942585122414,788,1148,Sunny,14.576280328271176,15.71563418377112,23.515202017732445,64.09248555314666,1
2024-03-17,Corn,C,286.53982644419796,767,827,Clear,9.393371715223717,23.337796417847418,21.012965095909163,42.605133539119265,1
2024-03-18,Corn,A,181.8603241460471,998,1071,Cloudy,17.816662871638357,31.60692816724813,44.20844711476286,45.86610382238482,1
2024-03-19,Corn,A,287.04156790383246,1237,1385,Cloudy,6.839635050220265,21.483413692845865,10.918750178242483,21.716309829665033,1
2024-03-20,Corn,B,130.75589974616605,1319,1045,Sunny,8.376480639020574,28.958750897068946,31.263294874129425,34.85442819479716,1
2024-03-21,Corn,C,143.28003217296822,839,882,Rainy,5.923139976782574,30.047366096414045,32.54157995208865,75.24287494678418,1
2024-03-22,Corn,B,286.56384529654025,1399,852,Sunny,11.303720259686848,17.732905447157542,38.15656163641948,35.91679766478555,1
2024-03-23,Corn,C,248.14390126061693,1185,739,Rainy,18.900696102600413,30.75843082713371,44.76140050772684,24.604728152443556,1
2024-03-24,Corn,A,271.8098042747665,611,1356,Cloudy,15.00676674689056,23.96235248286261,42.17720035870797,23.52720133034883,1
2024-03-25,Corn,B,248.00658038106272,880,1306,Cloudy,3.524986684057063,27.639992120548804,26.457137631464896,80.5418375080486,1
2024-03-26,Corn,C,136.97522044721458,572,1092,Rainy,2.0074529158601084,33.09135782732758,37.13270108503527,82.47111533667763,1
2024-03-27,Corn,C,102.38876560739698,1100,1038,Rainy,19.35838085709108,22.029507458581282,41.17591339128927,61.86702831826339,1
2024-03-28,Corn,A,276.74078899949905,1006,1313,Sunny,19.864323717765128,21.35557921937263,22.38269179539255,40.43503168947518,1
2024-03-29,Corn,C,135.2911094400377,1104,1121,Cloudy,16.477517300693393,19.596936463760535,28.547030820054164,82.92883891230743,1
2024-03-30,Corn,C,243.4327595298524,1489,998,Clear,16.462189868654647,27.780498582880497,25.44391647763284,62.001953331594486,1
2024-03-31,Corn,B,210.9237489783368,1330,890,Cloudy,19.147099706035316,31.13803963650048,37.64484366289147,32.700888807627244,1
2024-04-01,Corn,A,290.74227957932214,1025,1200,Cloudy,18.558243409894686,25.542262471189687,41.140596689104314,97.32447225939018,1
2024-04-02,Corn,B,254.42545432523428,1091,575,Rainy,16.430482086834488,31.879792545317436,27.502294692557943,87.34503576831492,1
2024-04-03,Corn,B,242.38096615130814,1439,1231,Cloudy,1.180564494153693,18.124342110778255,31.23818809672987,32.213089731560494,1
2024-04-04,Corn,A,273.13940911825273,1375,994,Rainy,13.185833738020527,32.80308538600773,32.35371449343644,31.528510014858586,1
2024-04-05,Corn,A,286.2683024474823,650,652,Sunny,17.434875622569223,33.95303906758966,10.356427620555596,48.41628787137249,1
2024-04-06,Corn,A,236.57895339185077,1053,1249,Sunny,7.409336373740794,30.76924209030576,10.948625320978188,26.05339166107872,1
2024-04-07,Corn,B,282.48456664235425,844,835,Sunny,7.742587493689486,18.902029113282843,11.41887892101602,31.87703101958002,1
2024-04-08,Corn,A,154.88964241078565,1438,863,Cloudy,14.282149334853466,24.639420965255272,33.01033482705758,84.12043244453413,1
2024-04-09,Corn,A,158.2143843868547,573,830,Cloudy,1.2142932045021126,26.126242402837434,37.248435013713035,32.082517498318744,1
2024-04-10,Corn,C,211.75333397746016,1259,696,Rainy,18.673695283922576,32.64890387002231,22.822680034086655,97.15028602361818,1
2024-04-11,Corn,A,244.76626843777672,1298,1259,Sunny,7.307934182641294,30.863893441085914,13.659659606491164,73.8835386198567,1
2024-04-12,Corn,A,238.36840685683669,1115,1244,Sunny,15.796013243125964,22.886548125812517,20.654723426422166,37.447154120837816,1
2024-04-13,Corn,B,192.46495937928984,912,444,Sunny,10.151806369726888,26.879749219763667,34.222480512770574,46.648796518566506,1
2024-04-14,Corn,B,283.7224806236193,1068,423,Rainy,9.606136914955211,26.32393704884784,26.253371999352225,74.85458779672963,1
2024-04-15,Corn,B,208.7026994437009,680,1159,Clear,5.795703263148009,34.08543710935666,30.038569013054662,24.821702374527863,1
2024-04-16,Corn,A,134.88108343930614,760,656,Clear,7.565624589928124,19.669160964505984,39.71459221460216,90.8196479443839,1
2024-04-17,Corn,C,149.05303099453397,512,852,Clear,11.775536986099635,31.716360816555238,38.65191339644895,63.4914848831382,1
2024-04-18,Corn,B,103.66738246682424,1036,923,Sunny,11.352366096707868,29.142596292570186,42.271304908163685,36.6504571515156,1
2024-04-19,Corn,B,277.36082035382753,1004,887,Cloudy,12.763828706259734,34.110246189231844,25.52802484600317,96.29989987488767,1
2024-04-20,Corn,C,114.68790245722036,812,1372,Sunny,2.3655660217371044,15.364298696613403,33.234343396744606,77.54475275856839,1
2024-04-21,Corn,A,178.72317522427073,1182,1092,Rainy,11.0197811928803,33.383600690541684,34.75992391750066,32.51259343863845,1
2024-04-22,Corn,A,152.29005898797362,722,549,Sunny,6.0790472534501205,29.590211662163206,45.741451960551956,70.9792226735606,1
2024-04-23,Corn,C,131.04082141408895,1411,1040,Clear,10.66859981538184,16.1152550347341,16.44474515179892,22.5264649088645,1
2024-04-24,Corn,C,107.81245657660709,1459,508,Cloudy,1.6396649663024054,24.158288520639978,48.73312816556129,88.56592424727472,1
2024-04-25,Corn,A,181.68288570977433,1026,1084,Sunny,2.7226095685423335,25.97172045247959,47.17473873750225,22.11300225324141,1
2024-04-26,Corn,C,138.77760742114305,972,1163,Rainy,11.976738317184857,15.042889096445,35.2013265183745,98.66866401487519,1
2024-04-27,Corn,B,295.48210644205085,916,1238,Clear,16.444328694662364,21.04352016936913,34.65464504715503,96.99707320829125,1
2024-04-28,Corn,C,206.89273545629135,1253,1131,Sunny,13.307170027808299,22.47289064033766,12.917295033890884,87.13915472233091,1
